project,strategy,ctx_level,ctx_lang,bleu,baseline_bleu,delta,rank
nano_v8.4-pre1,LLAMA,ctx-2,"FR, VI",25.459154555582945,27.149679432012405,-1.6905248764294605,19
nano_v8.4-pre1,LLAMA,ctx-2,"ID, VI",24.21266803955163,27.149679432012405,-2.937011392460775,20
parted_v3.4.64.2,LLAMA,ctx-2,"ES, RU",42.91762714075135,39.77156666286695,3.1460604778843972,1
parted_v3.4.64.2,LLAMA,ctx-2,"RU, VI",42.32903206331169,39.77156666286695,2.557465400444741,2
parted_v3.4.64.2,LLAMA,ctx-2,"ES, ID",42.24053545588559,39.77156666286695,2.4689687930186395,3
parted_v3.4.64.2,LLAMA,ctx-2,"DE, ID",42.008115973575585,39.77156666286695,2.2365493107086323,4
parted_v3.4.64.2,LLAMA,ctx-2,"RU, ZH_CN",41.966009770089194,39.77156666286695,2.1944431072222415,5
parted_v3.4.64.2,LLAMA,ctx-2,"DE, ES",41.9524281091158,39.77156666286695,2.180861446248848,6
parted_v3.4.64.2,LLAMA,ctx-2,"FR, RU",41.93038348268118,39.77156666286695,2.158816819814227,7
parted_v3.4.64.2,LLAMA,ctx-2,"FR, ZH_CN",41.736209368941914,39.77156666286695,1.9646427060749616,8
parted_v3.4.64.2,LLAMA,ctx-2,"DE, ZH_CN",41.552729274056865,39.77156666286695,1.781162611189913,9
parted_v3.4.64.2,LLAMA,ctx-2,"ID, RU",41.48286539892777,39.77156666286695,1.7112987360608187,10
parted_v3.4.64.2,LLAMA,ctx-2,"ES, ZH_CN",41.285973860961455,39.77156666286695,1.5144071980945029,11
parted_v3.4.64.2,LLAMA,ctx-2,"DE, RU",41.22457447132085,39.77156666286695,1.453007808453897,12
parted_v3.4.64.2,LLAMA,ctx-2,"VI, ZH_CN",41.037082844431055,39.77156666286695,1.2655161815641023,13
parted_v3.4.64.2,LLAMA,ctx-2,"ID, ZH_CN",40.91490395072864,39.77156666286695,1.1433372878616908,14
parted_v3.4.64.2,LLAMA,ctx-2,"FR, ID",40.777212580428746,39.77156666286695,1.0056459175617931,15
parted_v3.4.64.2,LLAMA,ctx-2,"ES, FR",40.77010105712566,39.77156666286695,0.998534394258705,16
parted_v3.4.64.2,LLAMA,ctx-2,"DE, VI",40.71922833993974,39.77156666286695,0.9476616770727873,17
parted_v3.4.64.2,LLAMA,ctx-2,"ES, VI",40.48500872081283,39.77156666286695,0.7134420579458762,18
parted_v3.4.64.2,LLAMA,ctx-2,"DE, FR",40.30042426286029,39.77156666286695,0.5288575999933371,19
parted_v3.4.64.2,LLAMA,ctx-2,"ID, VI",39.97395531648412,39.77156666286695,0.20238865361717018,20
parted_v3.4.64.2,LLAMA,ctx-2,"FR, VI",39.72096723018057,39.77156666286695,-0.050599432686382784,21
psmisc_v23.7-rc1,LLAMA,ctx-2,"ES, FR",40.544331475043755,21.320556996551055,19.2237744784927,1
psmisc_v23.7-rc1,LLAMA,ctx-2,"FR, RU",39.879452704136746,21.320556996551055,18.55889570758569,2
psmisc_v23.7-rc1,LLAMA,ctx-2,"ES, RU",39.452248145412,21.320556996551055,18.131691148860945,3
psmisc_v23.7-rc1,LLAMA,ctx-2,"ES, ID",39.33092612713797,21.320556996551055,18.010369130586916,4
psmisc_v23.7-rc1,LLAMA,ctx-2,"FR, ZH_CN",39.27890875546856,21.320556996551055,17.9583517589175,5
psmisc_v23.7-rc1,LLAMA,ctx-2,"FR, ID",38.39689218125684,21.320556996551055,17.076335184705783,6
psmisc_v23.7-rc1,LLAMA,ctx-2,"ES, ZH_CN",38.16981438919502,21.320556996551055,16.849257392643963,7
psmisc_v23.7-rc1,LLAMA,ctx-2,"DE, FR",37.75122512758094,21.320556996551055,16.430668131029883,8
psmisc_v23.7-rc1,LLAMA,ctx-2,"RU, ZH_CN",36.945057306134906,21.320556996551055,15.624500309583851,9
psmisc_v23.7-rc1,LLAMA,ctx-2,"ID, RU",36.64212965116813,21.320556996551055,15.321572654617079,10
psmisc_v23.7-rc1,LLAMA,ctx-2,"DE, ZH_CN",36.40346665482151,21.320556996551055,15.082909658270452,11
psmisc_v23.7-rc1,LLAMA,ctx-2,"DE, ES",36.17218932517021,21.320556996551055,14.851632328619154,12
psmisc_v23.7-rc1,LLAMA,ctx-2,"DE, RU",35.398505090646424,21.320556996551055,14.077948094095369,13
psmisc_v23.7-rc1,LLAMA,ctx-2,"ID, ZH_CN",35.25931292031277,21.320556996551055,13.938755923761718,14
psmisc_v23.7-rc1,LLAMA,ctx-2,"ES, VI",33.65830538286659,21.320556996551055,12.337748386315532,15
psmisc_v23.7-rc1,LLAMA,ctx-2,"FR, VI",33.119338399322224,21.320556996551055,11.79878140277117,16
psmisc_v23.7-rc1,LLAMA,ctx-2,"DE, ID",31.502632806904636,21.320556996551055,10.182075810353581,17
psmisc_v23.7-rc1,LLAMA,ctx-2,"RU, VI",30.15187251546159,21.320556996551055,8.831315518910536,18
psmisc_v23.7-rc1,LLAMA,ctx-2,"VI, ZH_CN",28.658111604649857,21.320556996551055,7.337554608098802,19
psmisc_v23.7-rc1,LLAMA,ctx-2,"DE, VI",28.58446864923403,21.320556996551055,7.263911652682975,20
psmisc_v23.7-rc1,LLAMA,ctx-2,"ID, VI",28.382103676244732,21.320556996551055,7.061546679693677,21
sed_v4.8.44,LLAMA,ctx-2,"ES, ID",42.696768810761675,37.729437342466454,4.967331468295221,1
sed_v4.8.44,LLAMA,ctx-2,"DE, ES",42.33064546229696,37.729437342466454,4.601208119830503,2
sed_v4.8.44,LLAMA,ctx-2,"DE, ID",41.30423098233444,37.729437342466454,3.574793639867984,3
sed_v4.8.44,LLAMA,ctx-2,"ES, ZH_CN",41.10273592903432,37.729437342466454,3.373298586567863,4
sed_v4.8.44,LLAMA,ctx-2,"DE, FR",41.002759914486056,37.729437342466454,3.2733225720196018,5
sed_v4.8.44,LLAMA,ctx-2,"RU, ZH_CN",40.903210596539935,37.729437342466454,3.173773254073481,6
sed_v4.8.44,LLAMA,ctx-2,"ID, RU",40.78316826764932,37.729437342466454,3.053730925182869,7
sed_v4.8.44,LLAMA,ctx-2,"ES, RU",40.75135600567319,37.729437342466454,3.0219186632067334,8
sed_v4.8.44,LLAMA,ctx-2,"DE, RU",40.698523482344655,37.729437342466454,2.9690861398782005,9
sed_v4.8.44,LLAMA,ctx-2,"FR, ZH_CN",40.402930477037394,37.729437342466454,2.67349313457094,10
sed_v4.8.44,LLAMA,ctx-2,"ES, FR",40.3431580729131,37.729437342466454,2.6137207304466443,11
sed_v4.8.44,LLAMA,ctx-2,"FR, RU",40.18140498321915,37.729437342466454,2.4519676407526987,12
sed_v4.8.44,LLAMA,ctx-2,"FR, ID",40.14703629108307,37.729437342466454,2.4175989486166145,13
sed_v4.8.44,LLAMA,ctx-2,"DE, VI",40.097446786584925,37.729437342466454,2.3680094441184707,14
sed_v4.8.44,LLAMA,ctx-2,"DE, ZH_CN",40.07483464034335,37.729437342466454,2.345397297876893,15
sed_v4.8.44,LLAMA,ctx-2,"VI, ZH_CN",39.60523199298841,37.729437342466454,1.8757946505219536,16
sed_v4.8.44,LLAMA,ctx-2,"ID, ZH_CN",39.522924213374985,37.729437342466454,1.7934868709085308,17
sed_v4.8.44,LLAMA,ctx-2,"ES, VI",39.32998047573525,37.729437342466454,1.6005431332687934,18
sed_v4.8.44,LLAMA,ctx-2,"ID, VI",39.1170108950168,37.729437342466454,1.387573552550343,19
sed_v4.8.44,LLAMA,ctx-2,"FR, VI",38.82706726561684,37.729437342466454,1.0976299231503859,20
sed_v4.8.44,LLAMA,ctx-2,"RU, VI",38.671664540361014,37.729437342466454,0.9422271978945602,21
tar_v1.35.90,LLAMA,ctx-2,"ES, RU",32.535297369934035,29.614408232041367,2.9208891378926687,1
tar_v1.35.90,LLAMA,ctx-2,"DE, ES",32.41196680805634,29.614408232041367,2.797558576014975,2
tar_v1.35.90,LLAMA,ctx-2,"ES, ZH_CN",32.276343530547805,29.614408232041367,2.661935298506439,3
tar_v1.35.90,LLAMA,ctx-2,"ES, FR",31.8960772043006,29.614408232041367,2.281668972259233,4
tar_v1.35.90,LLAMA,ctx-2,"ID, RU",31.772027315734785,29.614408232041367,2.157619083693419,5
tar_v1.35.90,LLAMA,ctx-2,"DE, RU",31.677215902028504,29.614408232041367,2.062807669987137,6
tar_v1.35.90,LLAMA,ctx-2,"ES, ID",31.584502577023382,29.614408232041367,1.9700943449820159,7
tar_v1.35.90,LLAMA,ctx-2,"FR, RU",31.27822080394909,29.614408232041367,1.663812571907723,8
tar_v1.35.90,LLAMA,ctx-2,"DE, ZH_CN",31.21691024551054,29.614408232041367,1.6025020134691736,9
tar_v1.35.90,LLAMA,ctx-2,"DE, FR",31.20146829979905,29.614408232041367,1.5870600677576832,10
tar_v1.35.90,LLAMA,ctx-2,"DE, ID",31.068089520418095,29.614408232041367,1.4536812883767283,11
tar_v1.35.90,LLAMA,ctx-2,"RU, ZH_CN",31.030587975565552,29.614408232041367,1.4161797435241859,12
tar_v1.35.90,LLAMA,ctx-2,"RU, VI",30.946986507526837,29.614408232041367,1.3325782754854707,13
tar_v1.35.90,LLAMA,ctx-2,"ES, VI",30.833877357183898,29.614408232041367,1.2194691251425311,14
tar_v1.35.90,LLAMA,ctx-2,"FR, ID",30.73823328362941,29.614408232041367,1.1238250515880424,15
tar_v1.35.90,LLAMA,ctx-2,"FR, VI",30.605774681012136,29.614408232041367,0.9913664489707692,16
tar_v1.35.90,LLAMA,ctx-2,"DE, VI",30.29261395459877,29.614408232041367,0.6782057225574043,17
tar_v1.35.90,LLAMA,ctx-2,"FR, ZH_CN",30.17908441869834,29.614408232041367,0.5646761866569747,18
tar_v1.35.90,LLAMA,ctx-2,"ID, ZH_CN",30.08609029890543,29.614408232041367,0.4716820668640622,19
tar_v1.35.90,LLAMA,ctx-2,"VI, ZH_CN",29.579703639581886,29.614408232041367,-0.03470459245948021,20
tar_v1.35.90,LLAMA,ctx-2,"ID, VI",29.166953509278247,29.614408232041367,-0.44745472276311915,21
wget_v1.25.0,LLAMA,ctx-2,"ES, FR",33.786438235362226,27.40850980071025,6.377928434651977,1
wget_v1.25.0,LLAMA,ctx-2,"ES, RU",33.76990364461145,27.40850980071025,6.3613938439012045,2
wget_v1.25.0,LLAMA,ctx-2,"FR, ZH_CN",33.51348574577995,27.40850980071025,6.104975945069704,3
wget_v1.25.0,LLAMA,ctx-2,"ES, ZH_CN",32.91976873942154,27.40850980071025,5.511258938711293,4
wget_v1.25.0,LLAMA,ctx-2,"FR, RU",32.174548858590434,27.40850980071025,4.766039057880185,5
wget_v1.25.0,LLAMA,ctx-2,"DE, ES",32.08159651840344,27.40850980071025,4.673086717693188,6
wget_v1.25.0,LLAMA,ctx-2,"ES, ID",31.918623089239812,27.40850980071025,4.510113288529563,7
wget_v1.25.0,LLAMA,ctx-2,"RU, ZH_CN",31.5351957566974,27.40850980071025,4.126685955987153,8
wget_v1.25.0,LLAMA,ctx-2,"DE, RU",31.42861155744252,27.40850980071025,4.02010175673227,9
wget_v1.25.0,LLAMA,ctx-2,"DE, FR",31.422173570860412,27.40850980071025,4.013663770150163,10
wget_v1.25.0,LLAMA,ctx-2,"ID, RU",31.267181993519564,27.40850980071025,3.8586721928093155,11
wget_v1.25.0,LLAMA,ctx-2,"DE, ZH_CN",31.0832407263814,27.40850980071025,3.6747309256711524,12
wget_v1.25.0,LLAMA,ctx-2,"FR, ID",30.753563653412595,27.40850980071025,3.345053852702346,13
wget_v1.25.0,LLAMA,ctx-2,"ES, VI",30.568346236915723,27.40850980071025,3.159836436205474,14
wget_v1.25.0,LLAMA,ctx-2,"RU, VI",30.465234540200218,27.40850980071025,3.056724739489969,15
wget_v1.25.0,LLAMA,ctx-2,"DE, ID",30.423879429438667,27.40850980071025,3.0153696287284184,16
wget_v1.25.0,LLAMA,ctx-2,"ID, ZH_CN",30.30658246456673,27.40850980071025,2.8980726638564818,17
wget_v1.25.0,LLAMA,ctx-2,"FR, VI",29.12357326283232,27.40850980071025,1.715063462122071,18
wget_v1.25.0,LLAMA,ctx-2,"VI, ZH_CN",29.061736605684732,27.40850980071025,1.6532268049744836,19
wget_v1.25.0,LLAMA,ctx-2,"DE, VI",28.79133894845969,27.40850980071025,1.3828291477494403,20
wget_v1.25.0,LLAMA,ctx-2,"ID, VI",27.607961029608056,27.40850980071025,0.1994512288978072,21
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ES, RU",26.92544755507777,0.9519911702165236,25.973456384861247,1
xdg-user-dirs_v0.17,LLAMA,ctx-2,"DE, RU",25.94273111195437,0.9519911702165236,24.990739941737846,2
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ES, FR",21.450023577753637,0.9519911702165236,20.498032407537114,3
xdg-user-dirs_v0.17,LLAMA,ctx-2,"DE, FR",20.499733492277027,0.9519911702165236,19.547742322060504,4
xdg-user-dirs_v0.17,LLAMA,ctx-2,"FR, ZH_CN",20.294303103634583,0.9519911702165236,19.34231193341806,5
xdg-user-dirs_v0.17,LLAMA,ctx-2,"FR, RU",19.940843798108425,0.9519911702165236,18.9888526278919,6
xdg-user-dirs_v0.17,LLAMA,ctx-2,"RU, ZH_CN",19.177831286686576,0.9519911702165236,18.225840116470053,7
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ES, ZH_CN",17.584644597888538,0.9519911702165236,16.632653427672015,8
xdg-user-dirs_v0.17,LLAMA,ctx-2,"DE, ES",14.400452564320684,0.9519911702165236,13.44846139410416,9
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ES, ID",14.39117334404932,0.9519911702165236,13.439182173832798,10
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ID, RU",14.026025022843696,0.9519911702165236,13.074033852627172,11
xdg-user-dirs_v0.17,LLAMA,ctx-2,"FR, ID",14.022495246731328,0.9519911702165236,13.070504076514805,12
xdg-user-dirs_v0.17,LLAMA,ctx-2,"RU, VI",12.837971986420325,0.9519911702165236,11.885980816203801,13
xdg-user-dirs_v0.17,LLAMA,ctx-2,"DE, VI",6.277621622911586,0.9519911702165236,5.325630452695062,14
xdg-user-dirs_v0.17,LLAMA,ctx-2,"DE, ID",6.274878978340138,0.9519911702165236,5.322887808123614,15
xdg-user-dirs_v0.17,LLAMA,ctx-2,"DE, ZH_CN",6.265599758068775,0.9519911702165236,5.313608587852251,16
xdg-user-dirs_v0.17,LLAMA,ctx-2,"FR, VI",5.536861457675374,0.9519911702165236,4.58487028745885,17
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ES, VI",5.258479098224642,0.9519911702165236,4.306487928008119,18
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ID, ZH_CN",0.9519911702165236,0.9519911702165236,0.0,19
xdg-user-dirs_v0.17,LLAMA,ctx-2,"ID, VI",0.5704849145056003,0.9519911702165236,-0.3815062557109232,20
xdg-user-dirs_v0.17,LLAMA,ctx-2,"VI, ZH_CN",0.5704849145056003,0.9519911702165236,-0.3815062557109232,20
