project,strategy,ctx_level,ctx_lang,bleu,baseline_bleu,delta,rank
gst-plugins-ugly_v1.27.90,LLAMA,ctx-1,ZH_CN,31.96236103526159,26.73616106438515,5.22619997087644,3
gst-plugins-ugly_v1.27.90,LLAMA,ctx-1,DE,31.917693547407556,26.73616106438515,5.181532483022405,4
gst-plugins-ugly_v1.27.90,LLAMA,ctx-1,VI,29.521610362938674,26.73616106438515,2.785449298553523,5
gst-plugins-ugly_v1.27.90,LLAMA,ctx-1,FR,20.556374144220985,26.73616106438515,-6.179786920164165,6
gst-plugins-ugly_v1.27.90,LLAMA,ctx-1,ID,19.068884223374944,26.73616106438515,-7.667276841010207,7
gstreamer_v1.27.90,LLAMA,ctx-1,ES,29.31832326769935,20.046165419348068,9.27215784835128,1
gstreamer_v1.27.90,LLAMA,ctx-1,FR,28.621496277736743,20.046165419348068,8.575330858388675,2
gstreamer_v1.27.90,LLAMA,ctx-1,RU,23.486080646987435,20.046165419348068,3.439915227639368,3
gstreamer_v1.27.90,LLAMA,ctx-1,VI,23.145658104421063,20.046165419348068,3.0994926850729954,4
gstreamer_v1.27.90,LLAMA,ctx-1,ZH_CN,22.6469621800437,20.046165419348068,2.6007967606956335,5
gstreamer_v1.27.90,LLAMA,ctx-1,ID,21.81291456847543,20.046165419348068,1.7667491491273637,6
gstreamer_v1.27.90,LLAMA,ctx-1,DE,19.15819917797307,20.046165419348068,-0.8879662413749969,7
gtkspell_v3.0.7,LLAMA,ctx-1,RU,48.120024472647415,22.558676216889932,25.561348255757483,1
gtkspell_v3.0.7,LLAMA,ctx-1,ES,42.85772114469352,22.558676216889932,20.29904492780359,2
gtkspell_v3.0.7,LLAMA,ctx-1,FR,42.269467641480205,22.558676216889932,19.710791424590273,3
gtkspell_v3.0.7,LLAMA,ctx-1,DE,33.24147538097343,22.558676216889932,10.682799164083495,4
gtkspell_v3.0.7,LLAMA,ctx-1,ID,31.06966608537372,22.558676216889932,8.510989868483787,5
gtkspell_v3.0.7,LLAMA,ctx-1,ZH_CN,29.587736703123472,22.558676216889932,7.02906048623354,6
gtkspell_v3.0.7,LLAMA,ctx-1,VI,24.552189378977623,22.558676216889932,1.993513162087691,7
libiconv_v1.17-pre1,LLAMA,ctx-1,ES,36.28378527572375,25.004274008612935,11.279511267110816,1
libiconv_v1.17-pre1,LLAMA,ctx-1,FR,35.48931094690661,25.004274008612935,10.485036938293678,2
libiconv_v1.17-pre1,LLAMA,ctx-1,RU,28.623568712145616,25.004274008612935,3.619294703532681,3
libiconv_v1.17-pre1,LLAMA,ctx-1,DE,28.062260481741212,25.004274008612935,3.0579864731282775,4
libiconv_v1.17-pre1,LLAMA,ctx-1,ZH_CN,26.541159906459907,25.004274008612935,1.5368858978469717,5
libiconv_v1.17-pre1,LLAMA,ctx-1,ID,26.0819593139107,25.004274008612935,1.0776853052977664,6
libiconv_v1.17-pre1,LLAMA,ctx-1,VI,25.67827157986951,25.004274008612935,0.6739975712565744,7
man-db_v2.13.1-pre1,LLAMA,ctx-1,RU,34.16615922031642,27.8991167195151,6.267042500801324,1
man-db_v2.13.1-pre1,LLAMA,ctx-1,ES,33.583251139154164,27.8991167195151,5.684134419639065,2
man-db_v2.13.1-pre1,LLAMA,ctx-1,ID,30.76326342869851,27.8991167195151,2.8641467091834123,3
man-db_v2.13.1-pre1,LLAMA,ctx-1,FR,30.061680754708902,27.8991167195151,2.162564035193803,4
man-db_v2.13.1-pre1,LLAMA,ctx-1,DE,29.2306767232774,27.8991167195151,1.331560003762302,5
man-db_v2.13.1-pre1,LLAMA,ctx-1,ZH_CN,28.77248730946275,27.8991167195151,0.8733705899476512,6
man-db_v2.13.1-pre1,LLAMA,ctx-1,VI,25.883149756724876,27.8991167195151,-2.0159669627902232,7
nano_v8.4-pre1,LLAMA,ctx-1,ES,30.61333652515761,27.149679432012405,3.463657093145205,1
nano_v8.4-pre1,LLAMA,ctx-1,FR,29.956863456940138,27.149679432012405,2.8071840249277322,2
nano_v8.4-pre1,LLAMA,ctx-1,DE,29.14991159643057,27.149679432012405,2.000232164418165,3
nano_v8.4-pre1,LLAMA,ctx-1,ZH_CN,26.918784455727742,27.149679432012405,-0.23089497628466304,4
nano_v8.4-pre1,LLAMA,ctx-1,RU,26.59586627965087,27.149679432012405,-0.5538131523615348,5
nano_v8.4-pre1,LLAMA,ctx-1,ID,26.14716169915829,27.149679432012405,-1.0025177328541162,6
nano_v8.4-pre1,LLAMA,ctx-1,VI,24.767739183797456,27.149679432012405,-2.381940248214949,7
parted_v3.4.64.2,LLAMA,ctx-1,RU,41.350021839450086,39.77156666286695,1.5784551765831338,1
parted_v3.4.64.2,LLAMA,ctx-1,ES,40.496388264947555,39.77156666286695,0.7248216020806026,2
parted_v3.4.64.2,LLAMA,ctx-1,DE,39.967861241382145,39.77156666286695,0.19629457851519305,3
parted_v3.4.64.2,LLAMA,ctx-1,FR,39.72259175130091,39.77156666286695,-0.04897491156604161,4
parted_v3.4.64.2,LLAMA,ctx-1,ZH_CN,39.715818535531966,39.77156666286695,-0.055748127334986464,5
parted_v3.4.64.2,LLAMA,ctx-1,ID,39.366026821558904,39.77156666286695,-0.4055398413080482,6
parted_v3.4.64.2,LLAMA,ctx-1,VI,37.83913281287643,39.77156666286695,-1.9324338499905238,7
psmisc_v23.7-rc1,LLAMA,ctx-1,ES,40.86656819715285,21.320556996551055,19.546011200601797,1
psmisc_v23.7-rc1,LLAMA,ctx-1,FR,39.54802613415556,21.320556996551055,18.22746913760451,2
psmisc_v23.7-rc1,LLAMA,ctx-1,ZH_CN,35.75247796183379,21.320556996551055,14.431920965282735,3
psmisc_v23.7-rc1,LLAMA,ctx-1,RU,35.341813158756686,21.320556996551055,14.021256162205631,4
psmisc_v23.7-rc1,LLAMA,ctx-1,ID,30.930065889593138,21.320556996551055,9.609508893042083,5
psmisc_v23.7-rc1,LLAMA,ctx-1,DE,30.62858540864169,21.320556996551055,9.308028412090636,6
psmisc_v23.7-rc1,LLAMA,ctx-1,VI,26.560877205701072,21.320556996551055,5.240320209150017,7
sed_v4.8.44,LLAMA,ctx-1,RU,41.97393677919574,37.729437342466454,4.244499436729285,1
sed_v4.8.44,LLAMA,ctx-1,ES,41.117294185132074,37.729437342466454,3.38785684266562,2
sed_v4.8.44,LLAMA,ctx-1,FR,40.487647495059136,37.729437342466454,2.7582101525926817,3
sed_v4.8.44,LLAMA,ctx-1,ZH_CN,40.10626704291613,37.729437342466454,2.376829700449676,4
sed_v4.8.44,LLAMA,ctx-1,DE,39.99270585904842,37.729437342466454,2.2632685165819666,5
sed_v4.8.44,LLAMA,ctx-1,ID,38.51082363030973,37.729437342466454,0.7813862878432758,6
sed_v4.8.44,LLAMA,ctx-1,VI,38.28847686641109,37.729437342466454,0.5590395239446337,7
tar_v1.35.90,LLAMA,ctx-1,ES,32.16657409850654,29.614408232041367,2.5521658664651703,1
tar_v1.35.90,LLAMA,ctx-1,DE,30.873424595519943,29.614408232041367,1.259016363478576,2
tar_v1.35.90,LLAMA,ctx-1,RU,30.742990260917704,29.614408232041367,1.1285820288763375,3
tar_v1.35.90,LLAMA,ctx-1,ZH_CN,29.873248783890677,29.614408232041367,0.25884055184931043,4
tar_v1.35.90,LLAMA,ctx-1,FR,29.761861849248778,29.614408232041367,0.14745361720741101,5
tar_v1.35.90,LLAMA,ctx-1,ID,29.62493384611691,29.614408232041367,0.010525614075543643,6
tar_v1.35.90,LLAMA,ctx-1,VI,28.661473222789763,29.614408232041367,-0.952935009251604,7
wget_v1.25.0,LLAMA,ctx-1,ES,36.348984430439735,27.40850980071025,8.940474629729486,1
wget_v1.25.0,LLAMA,ctx-1,FR,31.638524813802647,27.40850980071025,4.230015013092398,2
wget_v1.25.0,LLAMA,ctx-1,ZH_CN,30.63283250175482,27.40850980071025,3.2243227010445707,3
wget_v1.25.0,LLAMA,ctx-1,RU,30.259327533798775,27.40850980071025,2.850817733088526,4
wget_v1.25.0,LLAMA,ctx-1,ID,29.69880704238676,27.40850980071025,2.2902972416765124,5
wget_v1.25.0,LLAMA,ctx-1,DE,29.371976848512745,27.40850980071025,1.9634670478024958,6
wget_v1.25.0,LLAMA,ctx-1,VI,27.455266927752916,27.40850980071025,0.046757127042667435,7
xdg-user-dirs_v0.17,LLAMA,ctx-1,RU,26.32068842954373,0.9519911702165236,25.368697259327206,1
xdg-user-dirs_v0.17,LLAMA,ctx-1,FR,21.064968383921148,0.9519911702165236,20.112977213704625,2
xdg-user-dirs_v0.17,LLAMA,ctx-1,ES,16.979885472354493,0.9519911702165236,16.02789430213797,3
xdg-user-dirs_v0.17,LLAMA,ctx-1,DE,11.994988812660395,0.9519911702165236,11.042997642443872,4
xdg-user-dirs_v0.17,LLAMA,ctx-1,ID,1.1409698290112007,0.9519911702165236,0.18897865879467712,5
xdg-user-dirs_v0.17,LLAMA,ctx-1,ZH_CN,1.1409698290112007,0.9519911702165236,0.18897865879467712,5
xdg-user-dirs_v0.17,LLAMA,ctx-1,VI,0.5704849145056003,0.9519911702165236,-0.3815062557109232,7
